job_url,site,title,company,company_url,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
"https://glassdoor.ca/job-listing/firmware-development-engineer-co-op-schneider-electric-JV_IC2303209_KO0,35_KE36,54.htm?jl=1008929968174",glassdoor,Firmware development Engineer Co-Op,Schneider Electric,,Richmond,,,hourly,19,19,CAD,False,,,,
"https://glassdoor.ca/job-listing/software-engineer-intern-data-tns-eng-2024-start-bs-ms-tiktok-JV_IC2278756_KO0,54_KE55,61.htm?jl=1008839019646",glassdoor,Software Engineer Intern (Data-TnS-Eng) - 2024 Start (BS/MS),TikTok,,Vancouver,,,yearly,87360,87360,CAD,False,,,,
"https://glassdoor.ca/job-listing/development-qa-intern-prizm-media-JV_IC2278756_KO0,21_KE22,33.htm?jl=1006776377125",glassdoor,Development & QA Intern,Prizm Media,,Vancouver,,,,,,,False,,,,
"https://glassdoor.ca/job-listing/machine-learning-engineer-intern-data-tns-algo-2024-start-bs-ms-tiktok-JV_IC2278756_KO0,63_KE64,70.htm?jl=1008840687216",glassdoor,Machine Learning Engineer Intern (Data-TnS-Algo) - 2024 Start (BS/MS),TikTok,,Vancouver,,,yearly,87360,87360,CAD,False,,,,
"https://glassdoor.ca/job-listing/frontend-software-engineer-co-op-january-2024-kabam-JV_IC2278756_KO0,45_KE46,51.htm?jl=1008954958030",glassdoor,Frontend Software Engineer (Co-Op) - January 2024,Kabam,,Vancouver,,,,,,,False,,,,
"https://glassdoor.ca/job-listing/hackerrank-software-engineer-in-test-intern-data-tns-qa-2024-start-bs-ms-tiktok-JV_IC2278756_KO0,72_KE73,79.htm?jl=1008840687281",glassdoor,[HackerRank] Software Engineer in Test Intern (Data-TnS-QA) - 2024 Start (BS/MS),TikTok,,Vancouver,,,yearly,54084,54084,CAD,False,,,,
"https://glassdoor.ca/job-listing/back-end-engineer-business-integrity-team-2024-summer-bs-ms-tiktok-JV_IC2278756_KO0,59_KE60,66.htm?jl=1008813525063",glassdoor,Back End Engineer -Business Integrity Team- 2024 Summer (BS/MS),TikTok,,Vancouver,,,yearly,87360,108168,CAD,False,,,,
"https://glassdoor.ca/job-listing/full-stack-developer-co-op-internship-richmond-bc-lucid-vision-labs-JV_IC2303209_KO0,49_KE50,67.htm?jl=1008890067664",glassdoor,"Full Stack Developer (Co-Op/Internship) - Richmond, BC",LUCID Vision Labs,,Richmond,,,yearly,71000,101466,CAD,False,,,,
"https://glassdoor.ca/job-listing/full-stack-software-development-internship-saige-JV_IC2278756_KO0,42_KE43,48.htm?jl=1008886537975",glassdoor,Full-stack Software Development Internship,Saige,,Vancouver,,,hourly,17,20,CAD,False,,,,
"https://glassdoor.ca/job-listing/student-internship-mobile-app-developer-goopter-ecommerce-solutions-JV_IC2278200_KO0,39_KE40,67.htm?jl=1008967288228",glassdoor,Student internship mobile app developer,Goopter eCommerce Solutions,,Burnaby,,,hourly,16,20,CAD,False,,,,
"https://glassdoor.ca/job-listing/software-developer-intern-may-2024-4-months-konrad-JV_IC2278756_KO0,43_KE44,50.htm?jl=1008844043635",glassdoor,Software Developer Intern - May 2024 (4 months),Konrad,,Vancouver,,,,,,,False,,,,
"https://glassdoor.ca/job-listing/software-developer-co-op-internship-backend-numerix-canada-llc-JV_IC2278756_KO0,43_KE44,62.htm?jl=1008030741425",glassdoor,Software Developer Co-op Internship- Backend,Numerix Canada LLC,,Vancouver,,,yearly,138756,191544,CAD,False,,,,
"https://glassdoor.ca/job-listing/responsiveads-full-stack-developer-internship-responsiveads-inc-JV_IC2278756_KO0,45_KE46,63.htm?jl=1008914295178",glassdoor,ResponsiveAds Full-Stack Developer (Internship),"ResponsiveAds, Inc.",,Vancouver,,,,,,,False,,,,
"https://glassdoor.ca/job-listing/software-developer-co-op-internship-backend-numerix-JV_IC2278756_KO0,43_KE44,51.htm?jl=1008031110808",glassdoor,Software Developer Co-op Internship- Backend,Numerix,,Vancouver,,,yearly,138756,191544,CAD,False,,,,
"https://glassdoor.ca/job-listing/front-end-web-developer-intern-0footprint-tech-services-JV_IC4033126_KO0,30_KE31,55.htm?jl=1007117774254",glassdoor,Front End Web Developer (Intern),0footprint Tech Services,,Surrey,,,,,,,False,,,,
https://www.ziprecruiter.com/k/l/AAL9A-mYLrV16VdCGtR49-wwTcMjeYl0TxkmoyEpj0TDn_toZ9JZQiuYbtPbv0GCde_s1oeUjhIO0p0nz2BYgFxmFjkCZRtgUvwTjcAhxQo8BK3o5bEFM6bwCQZJ24jDZNxenYZclMUtf5uqyZc_rNrYUFZieLWuRbW0QxnGMTp73ZEJP4ARWKKrZQyQifPdgDU0iiKDSw-7X6rM4pDFFQ,zip_recruiter,Software Developer Intern - May 2024 (4 months),Konrad,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,About The Role As a Software Developer Intern you'll be paired up with a mentor working on both the front end and back end of our web or mobile applications. Working within the software development ...
https://www.ziprecruiter.com/k/l/AAJw_KALTTDQybPzuzix3VIEEQmgqBXT7nMmQ1BbpCaU_8-ejSC1kD3WxyD9ybpsHibLxMqMHGCWjQ3juGx9JRxgMwRNEgQ7yRBusE4x_YRX_FWEQE_EAnpsopqCTktSQOByLOGb8yDwNWcCVCOxdHRN4hSEo-YvJWotTxZqs7TxobNIL5Rtv-m15rKMBtr7V7ydhuFskNECBfcMYOXREg,zip_recruiter,Software Engineer Intern,Electronic Arts,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,Software Engineer Intern Electronic Arts is looking for students to join our world-class internship experience. Summer 2024 will be better than ever as we bring all interns together on-site for ...
https://www.ziprecruiter.com/k/l/AAJbNvdIyqlkxqmpKEJTHbSnNaz7hjha1K4XT9CPNo38Lfj6TxgmTsjBBtGAWEcCqEOlmlIKGCQjQiA2fXl_XTO5NRLO4BFmak6s14Cpm5RkuoykQkv7fk-0FDwywoRgqPLLOLjztd7JM57R4nun8mv54D4gnKhCFp689HF1neuqsr8K2ahUobZRPpexGHO5npGdLKU4ltrFTNoshZA92Q,zip_recruiter,"Intern, Full-Stack Engineer",Instawork,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,Interns will receive mentorship to improve their software engineering skills and to learn how to work productively in a cross-functional team. Each intern completes and presents a portfolio-worthy ...
https://www.ziprecruiter.com/k/l/AAKGkOq0xcsUme8K4KN0Jx_EYcF9culdwMXR286USR4pijwjRXVMdHUkgEjuA5lA4XKjxilTrWGQqp4cyHdyRmSsy_ynScFX2HW0v8eCoRDmL0rnvrz-_N0kkcj0KhXIX2Bj0DH2GpK68aTjS9DxNCVgQ9kHxJgpGRSCCVcnt3xtOoy7KOweN5PCWK2WH-DEcLT1qH4pHZ3955yhpIUpsA,zip_recruiter,Software Development Engineer Intern - 2024 (Canada),Amazon,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,"Our interns write software and collaborate with experienced software development engineers (SDEs) who guide interns on projects that matter to our customers. As an intern, you will be matched to a ..."
https://www.ziprecruiter.com/k/l/AAKmejINO9KtbhXc3rILc-zr68mK_uvyVZnWGQu5su-pqXYNbtf8bfK6ptDGUC7mC1GOCw64oaIEk2rct3ExPWVoeGbWj82150Xf2mLq3hB2oSWijsmrvSLD4_e9ow524_gAztIpSQXYOhjy-VTIsgoJuOSMrzhno5LrPx8nu6quv4KxhpL_kocKk5_lZIaqvm69c1rtwqQg4lCDoW0jjg,zip_recruiter,Summer 2024 Application Engineer Intern - Vancouver (MS. PhD),Ansys,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,"For more than 50 years, Ansys software has enabled innovators across industries to push boundaries ... The student intern will be part of the Application Engineering Team (Ansys Customer Excellence team ..."
https://www.ziprecruiter.com/k/l/AAKkLAgpqhCzcBBTR8jm9lLTiEjDWpumdjXfRaboSZ5Jz9SZJPIdVBEEEV-w2CYoxygE5D7KY2Lx4S4ejaoksTCqtxOd_egPW7iUVsIgQ4ErLlPiEpOQCS9UDQ8TNvDV3su9DQmdAtHN0iPsgNL4t6eSFKq0X7MXBcRu6zPhUXn0IQF2SC7I1eyMg1TCpo1v6nrxUmLzwZ5FRsEilD-UDQ,zip_recruiter,SAP iXp Intern - Software Developer [Vancouver],SAP,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,Apply now Software-Design and Development SAP iXp Intern - Software Developer [Vancouver] We help the world run better Our company culture is focused on helping our employees enable innovation by ...
https://www.ziprecruiter.com/k/l/AAJd4Fuxm_LfpwDrFm-2j5bY5I4Y9vihiiP7CsDUGDNW2qsM_ri5R426h1l4DZBg_Vafyb9i3EzuOThAL4hzJd06yfkKqVn9zd6eMJeYb1v4xQUaG-9jeZhD7vAR927FlMYfRhh8E1JH2CRyTg3ZeCewgouMKvqeeEOpGhEcvZn5klKUUEPpuQQpdcIuxP3MB6ODwadv40AYbm1USAl2GA,zip_recruiter,Gameplay Engineer Intern (Apex Legends),Electronic Arts,,"Vancouver, BC, Canada",,2023-11-12,hourly,31,34,CAD,,0,,,Gameplay Software Engineer Intern Electronic Arts is looking for students to join our world-class internship experience. Summer 2024 will be better than ever as we bring all interns together on-site ...
https://www.ziprecruiter.com/k/l/AAKRFkLR_Co_3JqhzQ_jmAyL9JvzsbDmf3epxlgR_YoZkcUcShxvFWwrNh9Cm6PLbCIWi74HyBeSSj5N7ObhhoWNPhO2XlSHBWVqjqpOjjnfcmi7BkosPUK705_mRFJsTIs8nUnulOBOeOTzZ6dkK6ewIkBeGFgMMkXHYt_w2dGR5AAn0cpVxnyht6PY5Gv6HJHGlHWPBv3ZXdNt6_uExQ,zip_recruiter,Engineering Intern - Winter 2024,The Jacobs Brand,,"Burnaby, BC, Canada",,2023-11-12,hourly,24,26,CAD,,0,,,"As an Engineering Intern in Vancouver, you will too. This role will start in May and could be 4 or ... software, data collection and so much more. Pave the way for your career with a company that ..."
https://www.ziprecruiter.com/k/l/AAJ9SuJcwQz5tFBL4GSdfuNAUFha9VOoUr3CMIscIMm9K0Hr9RiJvxv_KD2J5124RFWbsBCxPvtIVcu5tYy9dwRqFcM5ljhfmuV7jcJQAbzgMw_slgJNqXQqFhjn58CZfKjd6zKCvVjVZJcn6ijEkB1gX5vM2VneYhzF7toPMGWo6LQEdFDYid03YWP9t5VeXcdCO8XUMmqTlMxY2VP510M,zip_recruiter,Engineering/Geoscience Student Intern (Canada),BGC Engineering,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,"Salary: *This role can be based in any of our Canadian offices.*About UsBGC Engineering Inc. (BGC) is an international applied earth sciences professional services firm. We are proud of our talented team of over 700 employees, spanning the fields of Engineering, Geoscience, Software, Geomatics, Data Science, Accounting, Administration, Health & Safety and Human Resources. Alongside our clients and industry partners, BGC works collaboratively as ‘One Team’, dedicated to solving the world’s most critical applied earth science challenges. BGC has Canadian offices located in Vancouver, Victoria, Kamloops, Kelowna, Calgary, Edmonton, Toronto, Ottawa, Fredericton, Halifax, and offices in Golden (Colorado), Santiago (Chile), Santo Domingo (Dominican Republic) and Brisbane (Australia). Our flat management structure creates a culture of innovation, excellence and transparency and a casual, dynamic and inclusive work environment. BGC prides itself on offering training and mentoring opportunities to further our employees’ professional growth as well as social and wellness activities that contribute to the connection and wellbeing of our team.  We believe in One Team, Excellence, Curiosity, Common Sense and Clarity.The RoleBGC is seeking student interns with a passion for applied earth sciences and a dedication to lifelong learning in a technically challenging and inspiring team environment. The ideal candidate will have a strong academic background, relevant work experience and a desire to travel and work in diverse and remote conditions. Projects that students may work on include:  Field-based geotechnical investigations, design, and construction monitoring at mine sites for: waste management facilities (e.g. tailings), open pits, underground excavations, access roads, and building foundations. Work could include foundation inspection, oversight of material placement and design conformance.  Office-based support for mining projects, including interpretation of field or instrumentation data, reporting, seepage or slope stability analysis, or preparing construction drawings. Geohazard, geotechnical and / or hydrotechnical assessments for various community, pipeline, transportation and power projects across North and South America, ranging in scope from preliminary hazard inventories (i.e. terrain mapping) or scoping studies, site investigations through to detailed design and construction of mitigation works.  Field and office-based surface and groundwater assessments for environmental baseline studies, water supply projects, design of remediation works, water balance studies or geohazard risk assessments. These projects will include field work which may consist of drilling, sampling, mapping, and other geological testing. Field work may be required, which could involve 2-3 week long field stints in remote areas, and often multiple shifts (i.e. a scheduled rotation).Required Education, Experience and Competencies Enrolled in, or a recent graduate, of a relevant undergraduate degree in Civil (Geotechnical) or Geological Engineering, Geoscience, Geology, or a related field Excellent written, presentation and oral communications MS Office skills A second language is an asset Post-Graduate Degree is an asset Familiarity with the below topics is an asset: Soil Mechanics Rock Mechanics Hydrogeology Hydrotechnical (Water Resources) Engineering (Hydrology and Hydraulics) Surface Water Hydrology  Engineering Geology Geophysics  Geomorphology Environmental Engineering Technical Writing Field Mapping Dam DesignPosition RequirementsDrug & Alcohol TestingTo ensure we meet our client’s compliance requirements and our workplace health and safety commitments, BGC has a drug and alcohol policy that applies to this position. The policy states that an employee may be required to take a drug and alcohol test prior to engaging in field work. This testing could be requested within an employee’s first week or in the future, as required. It is important to note that some clients also require random drug and alcohol testing, and/or testing in the event of a health and safety accident or incident. Driver’s LicenseBGC requires that employees have a valid driver's license, and that employees can drive a field pickup truck. Upon hiring, BGC will require a driver’s abstract to allow for a safety review of your driving history.Travel and Vaccination BGC is committed to maintaining a safe work environment to ensure the health and safety of employees while on business travel and during field assignments. To meet travel and client requirements, employees may be required to receive vaccinations such as yellow fever, COVID-19, malaria, etc. If you require an accommodation or wish to discuss your situation, please contact Human Resources. BGC requires that you have a current passport for this position.  COVID-19 VaccinationBGC is committed to maintaining a safe work environment, and we are following current public health orders to ensure the health and safety of our employees while maintaining their privacy and respecting their individual circumstances. As of July 4, 2022, the BGC COVID-19 vaccination policy has been suspended until further notice. If BGC resumes this policy, all employees will be required to submit all COVID-19 vaccination records to HR. If you require any accommodations or are not able to comply with this request, please inform Human Resources.As required by the 2023 Pay Transparency Act, the British Columbia specific estimated base salary range for this junior-level position is $59,000-62,000 CAD, however base pay will be commensurate with job-related knowledge, skills, and experience.  BGC is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees. If you need assistance or an accommodation with your application, please contact BGC Human Resources."
https://www.ziprecruiter.com/k/l/AALncDZIiwEM6AM3n5wEDJbcOB3RSH04Tvp03v1aGdCxOQePqN3z-xovUtOkAZxX3ZlAFHA2qWry2vKOdLJbA4XDfNjQ8QRmAHaEfnCHBIa4uQMGyb1mQN-J6EHbK2OpUBK7T-F_uXHgUJxkCptOtzi36Gu7sbQ9bQDRQfoAn6ytaALJRHiSUpRJVpLFTKZeueXaAb8u3TKdrD89TnJO0WM,zip_recruiter,"SAP iXp Intern - Agile Developer, HANA and Analytics [Vancouver]",SAP SuccessFactors,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,"SAP iXp Intern - Agile Developer, HANA and Analytics Location: Vancouver, BC Expected Start Date: 2 ... Develop superior skills in software design, testing and analyzing code, and first-to-market ..."
https://www.ziprecruiter.com/k/l/AAJRbG53CbnQh-ZcdTovQFErRdF_HVKrhbfSH7jixXUSFu6KQbFze6zxu3P2GNKgQ8ZqChZQweRz5oe21MfEn7sibmpDJFdZeb5uQVXG9Kuw0eVA7DyKhFSoWmB1wfk2n8IeWso7Tp1tkOKU9FpungL24WACeACGAKqPr-DXuopuMdLrAyxuhE8HcBfrb12T_5Cn9_GbHjS01xKHCrsxmg,zip_recruiter,Engineering Intern - Summer 2024,The Jacobs Brand,,"Burnaby, BC, Canada",,2023-11-12,,,,,,0,,,"As an Engineering Intern in Vancouver, you will too. This role will start in May and could be 4 or ... software, data collection and so much more. Pave the way for your career with a company that ..."
https://www.ziprecruiter.com/k/l/AAIv4ZazXGKMx6WECb7Osaca625J5IQ5Xjd3l3_uTqaW4ROlWcCI1RSQxxcZgR_z0SoqxN-YYL73bZ7WqvS-fu15nXtrbRTfU8dBZW-4y2E3DveFaxh3m8Glt--JkEneeTCaDiuiyAtff4TY9VDpx2opiIvSbrS4y0Lip0VwZ7XnrKQpXP82gAWaZ60b4gB5RwUCP5YAmeYNqito4GwWhnU,zip_recruiter,Lab Hardware & Software Support Intern,NETINT Technologies,,"Burnaby, BC, Canada",,2023-11-12,,,,,,0,,,About this Position This is an 8 to 16 months Full-time. Co-op/ Intern employment opportunity ... Script programming in Python and Shell for test development and improvement What we are looking for
https://www.ziprecruiter.com/k/l/AAJ-jKdYH1tkMICE9nwEGu4f0HGpMZr_RUM9djbkh-W-gfZ-2MTIjC_5VyIEMqxeH5GCQ2v0qOUzOvHjuAcvOd-duSks-_7X4jskmU75CmRBw1vSj82ZOhwGo4hdDZrgKG8vtxLzs0Zva7ieEQrnC4ggMTFR6bV0cILwcVHxooixhe-NGnPUIVMGELVzHZ3Zko2fknyIM4CRbkh9cZOyj-U,zip_recruiter,SAP iXp Intern - Analytics / HANA Support / BTP Cloud [Vancouver],SAP,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,"Apply now Software-Design and Development SAP iXp Intern - Analytics / HANA Support / BTP Cloud ... Object-oriented programming (Java, C++, ABAP, etc.) and programming logic, debugging * SAP Products ..."
https://www.ziprecruiter.com/k/l/AAI1RSVWQmjDmq2K6h7qQhmXc1EcKe8NZfITvXEG-dUIfTrGy1sMsDwvnber9SSIbfqovKno-9YokRKKD61c8zV9J3T9vZxGpdtBYSpwoGHKBAReJYSP0X5aPwH-4ezB5M50fc1friy3zLgGnFWvqMtOypiy04BETrrixv3qdh1Whr3ys_hVXDpSRDccw9HgCQiQSXvgWivLgGl7da_LkBE,zip_recruiter,Summer 2024 Lumerical Intern -UX/UI (C++),ANSYS,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,As a software developer Intern at Ansys you will contribute to industry-leading software applications that meet high standards for accuracy and performance. You will join and check-in daily with a ...
https://www.ziprecruiter.com/k/l/AAKr7ZsPuUCz5L48IdscTuj4hjERiWJVlkvskSfHQGYvx47ZX3qHljQVkIZtdLCJqfzJJLGOpG8fXCXYLS9S0gq3EFPHUbn2rRdqXksGZ7kORqnf2O_LrzrTdJUyAFddmVfzhijFG_D5PcL7C2MO51WFDtnkRXEemNJzZ_DDv9U0_KeiX-enJhyOUccGAd7o272WvzmReNaTgELt56VQ6g0,zip_recruiter,"SAP iXp Intern - Agile Developer, HANA and Analytics",SAP SuccessFactors,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,"SAP iXp Intern - Agile Developer, HANA and Analytics Location: Vancouver, BC Internship Duration: 8 ... Develop software end-to-end: elaborating requirements, coding features and automated tests, and ..."
https://www.ziprecruiter.com/k/l/AAL1KWXwl4cgXl-g_DGpo6SfYlxv-B0dPv0MGEI2fWrIqYa9f5wClzomdvFJVdoFadP0t0zmA_i8gcrFJRLa_o18aq5JHufKbj34KwZ_yU5iQAGyiBkLGNYChMbwl7FQvZvmcwp9BiU1GJKvNvhcHS-goE84L5LrEyybmhW66M2Ei8PwCt5RLh9CZQDnRH6EDR2vYEDwb41KMFNK3vB0LyM,zip_recruiter,Systems Engineer l - Intern,Paladin Technologies,,"Vancouver, BC, Canada",,2023-11-12,,,,,,0,,,"As an Engineering Intern/Co-Op Student, you will perform administration tasks, support discovery and analysis of business and contractual requirements to define systems and architecture, and produce technical documentation. This position works in conjunction with Systems Designers/Engineers and stakeholders from other business units, using Paladin Technologies’ processes and tools to complete assigned tasks.RESPONSIBILITIES: Complete assigned projects and tasks, which may include departmental program support, sub-system design and development, administration of systems, and initiatives undertaken by the engineering team and related business units.Produce detailed design drawings and technical descriptions of building technology systems under supervision, which may include the supporting networking, server and storage architectures in collaboration with related stakeholders. Develop design documents that support and guide the technical installation and configuration of systemsDevelop routine financial and logistics estimates, both independently and in collaboration with Paladin Technologies sales, marketing, and project management professionalsMulti-task and manage time effectively to prioritize projects, tasks, and meetings as necessaryIdentify, establish, and document processes to support design efficiency and scalabilityDevelop productive relationships with clients and key stakeholders which will build respect and confidence in the organization’s capabilities.Understand and maintain an awareness of the productivity and profitability of work carried out by the organization.Pursue and maintain education and professional development of technology systems related to the technical disciplines you will lead. QUALIFICATIONS: Design experience in the information technology, instrumentation and controls, and/or security industries Field experience in a construction or engineering environment is an assetA fundamental understanding of the building technologies and/or IT industries, including an awareness of complimentary products, technologies, trends, and the general application of physical security, audio-visual, structured cabling, and networking/server technologies.An understanding of with fundamental concepts pertaining to IP networks, low voltage electronics, power, and communicationsA strong command of the English language supported by excellent written and verbal communication skillsThe ability to simultaneously handle multiple tasks and projects and be responsive to changing priorities in a fast-paced environmentPost-secondary education from an accredited college, university, or technical institution in Business, Construction Management, Electronics, Engineering, Information Technology, or a related fieldHighly developed analytical and problem solving skillsMotivated self-starter with ambition to independently research new technologies as well as engineering and business methodologies/concepts Company Info:Paladin Technologies is a premier North American complex systems integrator for building technology solutions, including IP security, alarms & monitoring, audio visual, low-voltage infrastructure, and networking. As a leader in the design, deployment, optimization, management, and maintenance of communication and digital networks, Paladin can meet the needs of clients on a national scale, while providing local support. Our team is the best in the industry, with manufacturer trained technicians, PMP-certified project managers, CTS- and RCDD-certified design engineers, coordinators, and administrative resources.Paladin has offices coast to coast across the United Stated and Canada, and nearly 1,500 talented and committed professionals dedicated to custom-crafting and installing technology solutions for clients requiring Integrated Security, Network Infrastructure, Audio Visual, Fiber Optics/OSP, Structured Cabling, and more. We are always at the forefront of the changing technology landscape, and through continued training, complex client projects, and company support, we provide our colleagues with exciting challenges and a rewarding career as Paladin continues to grow.This company considers candidates regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status. We are an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or expression, pregnancy, age, national origin, disability status, genetic information, protected veteran status, or any other characteristic protected by law. If you need accommodation for any part of the application process, please send an email or call 858-668-1705 to speak with Human Resources and let us know the nature of your request.We thank you for your application, however only those selected for an interview will be contacted.Powered by JazzHRipkOr7ywCx"
